id,name,area,keywords,hitosara_url,homepage_url,exception,memo
59,"新宿クラフトビール　BEER BOMB","西新宿","居酒屋 ビアホール・ビアレストラン ビアバー",https://hitosara.com/0020002784/,"","",""
60,"バーバー バー カリンバー","赤羽","バー・カクテル",https://hitosara.com/0031356914/,"","",""
61,"BAR　木蓮","笹塚","バー・カクテル ダイニングバー",https://hitosara.com/0006134641/,"","",""
62,"バー イングリッシュ ハーバー","錦糸町/住吉","バー・カクテル",https://hitosara.com/0031420748/,"","",""
63,"日本酒割烹&BAR 聚","築地","日本酒バー 創作和食 そば",https://hitosara.com/0020007125/,"","",""
64,"BAR ALMON","西麻布","バー・カクテル ダイニングバー カラオケ",https://hitosara.com/0031539889/,"","",""
65,"Bar　Silver　Hearts","銀座","バー・カクテル",https://hitosara.com/0006023808/,"","",""
66,"Restaurant＆DartsBarCONNECT","両国/菊川","洋食 ダーツバー バー・カクテル",https://hitosara.com/0006077055/,"","",""
67,"バー　リバイバー","神楽坂","バー・カクテル",https://hitosara.com/0031182969/,"","",""
68,"頭バー","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031423285/,"","",""
69,"ル・バー","白金/白金台","バー・カクテル",https://hitosara.com/0031063306/,"","",""
70,"ザ・バー","小石川","バー・カクテル",https://hitosara.com/0031338814/,"","",""
71,"ザ・バー","六本木","バー・カクテル",https://hitosara.com/0031422998/,"","",""
72,"バー・ネバーランド","自由が丘","バー・カクテル",https://hitosara.com/0031065185/,"","",""
73,"ラグジュアリー・スタンド・ミラスバー＆カフェ渋谷","渋谷センター街/公園通り","バー・カクテル ダイニングバー",https://hitosara.com/0020000608/,https://lux-g.com/stand-milas-shibuya/ja/,"",""
74,"SAKABA　SOU　ーDining・Barー","自由が丘","ダイニングバー ビストロ バー・カクテル",https://hitosara.com/0004037729/,https://sakaba-sou.com/,"",""
75,"バー バンダバーグ","赤羽","バー・カクテル",https://hitosara.com/0031231840/,"","",""
76,"LITTS　BAR　&　GRILL　渋谷店","渋谷センター街/公園通り","バー・カクテル イタリアン パスタ・ピザ",https://hitosara.com/0020002547/,"","",""
77,"AZURE BAR／Restaurant","麻布十番","イタリアン パスタ・ピザ バー・カクテル",https://hitosara.com/0020001010/,"","",""
78,"ロコバー","錦糸町/住吉","バー・カクテル",https://hitosara.com/0031042699/,"","",""
79,"バー・ソラ","池袋東口/東池袋","バー・カクテル",https://hitosara.com/0031044273/,"","",""
80,"ハコ　バー","高円寺/阿佐ヶ谷","ワインバー",https://hitosara.com/0031248921/,"","",""
81,"バー ミズ","渋谷東口/宮益坂","バー・カクテル",https://hitosara.com/0031263106/,"","",""
82,"バー レイ","月島","バー・カクテル",https://hitosara.com/0031269077/,"","",""
83,"バー ムゥ","豪徳寺/経堂","バー・カクテル",https://hitosara.com/0031269079/,"","",""
84,"バー サル","飯田橋","バー・カクテル",https://hitosara.com/0031396572/,"","",""
85,"バー ソノ","新宿御苑周辺","バー・カクテル",https://hitosara.com/0031429961/,"","",""
86,"バババー","高田馬場","バー・カクテル",https://hitosara.com/0031537623/,"","",""
87,"バー ググ","高井戸","バー・カクテル",https://hitosara.com/0031595067/,"","",""
88,"バー オム","新橋/汐留","バー・カクテル",https://hitosara.com/0031650319/,"","",""
89,"トチ・バー","新橋/汐留","バー・カクテル",https://hitosara.com/0031026304/,"","",""
90,"ミウ バー","笹塚","バー・カクテル",https://hitosara.com/0031122228/,"","",""
91,"バー ネズ","日暮里","バー・カクテル",https://hitosara.com/0031210113/,"","",""
92,"キソ バー","西麻布","バー・カクテル",https://hitosara.com/0031290233/,"","",""
93,"バー ゴヤ","銀座","バー・カクテル",https://hitosara.com/0031347568/,"","",""
94,"バー レイ","人形町/小伝馬町","バー・カクテル",https://hitosara.com/0031350517/,"","",""
95,"バー シバ","目黒","バー・カクテル",https://hitosara.com/0031535714/,"","",""
96,"カズバー","池袋西口","バー・カクテル",https://hitosara.com/0031541959/,"","",""
97,"バー ギフ","浅草","バー・カクテル",https://hitosara.com/0031568571/,"","",""
98,"バー・ジズ","中目黒","バー・カクテル",https://hitosara.com/0031592168/,"","",""
99,"TWO　ROOMS　GRILL　BAR","表参道/青山","洋食 ダイニングバー バー・カクテル",https://hitosara.com/0006123302/,http://www.tworooms.jp,"",""
100,"バー夜警","池袋東口/東池袋","バー・カクテル",https://hitosara.com/0032004997/,"","",""
101,"坊主バー","四谷","バー・カクテル",https://hitosara.com/0031019776/,"","",""
102,"バー ジャダ","西麻布","バー・カクテル",https://hitosara.com/0031046628/,"","",""
103,"スリーバー","新宿南口/代々木","バー・カクテル",https://hitosara.com/0031062680/,"","",""
104,"バー・リオン","中目黒","バー・カクテル",https://hitosara.com/0031062931/,"","",""
105,"バー レイジ","広尾","バー・カクテル",https://hitosara.com/0031063249/,"","",""
106,"バー フラウ","六本木","バー・カクテル",https://hitosara.com/0031072113/,"","",""
107,"バー ライズ","恵比寿","バー・カクテル",https://hitosara.com/0031115289/,"","",""
108,"バー ノマド","錦糸町/住吉","バー・カクテル",https://hitosara.com/0031127937/,"","",""
109,"バー ピエロ","北千住","バー・カクテル",https://hitosara.com/0031129107/,"","",""
110,"ヒロズ バー","六本木","バー・カクテル",https://hitosara.com/0031129694/,"","",""
111,"バー パウザ","三軒茶屋","バー・カクテル",https://hitosara.com/0031168560/,"","",""
112,"バー ソーマ","成増","バー・カクテル",https://hitosara.com/0031169078/,"","",""
113,"バー ボンゾ","両国/菊川","バー・カクテル",https://hitosara.com/0031171275/,"","",""
114,"バー アガミ","新小岩","バー・カクテル",https://hitosara.com/0031180874/,"","",""
115,"バー ダイス","銀座","バー・カクテル",https://hitosara.com/0031188981/,"","",""
116,"バーウィズ","白金/白金台","バー・カクテル",https://hitosara.com/0031222985/,"","",""
117,"バー マルコ","亀有/青砥","バー・カクテル",https://hitosara.com/0031230397/,"","",""
118,"バー シンク","恵比寿","バー・カクテル",https://hitosara.com/0031232216/,"","",""
119,"バー クオレ","表参道/青山","バー・カクテル",https://hitosara.com/0031236977/,"","",""
120,"バー パドレ","蒲田","バー・カクテル",https://hitosara.com/0031257742/,"","",""
121,"バー ドーヴ","目黒","バー・カクテル",https://hitosara.com/0031265998/,"","",""
122,"バー ライフ","亀戸","バー・カクテル",https://hitosara.com/0031266013/,"","",""
123,"バー オコゼ","目黒","バー・カクテル",https://hitosara.com/0031266852/,"","",""
124,"バースリー","門前仲町","バー・カクテル",https://hitosara.com/0031271071/,"","",""
125,"バー アエス","駒込","バー・カクテル",https://hitosara.com/0031279902/,"","",""
126,"バー マトメ","恵比寿","バー・カクテル",https://hitosara.com/0031279924/,"","",""
127,"バー リムー","銀座","バー・カクテル",https://hitosara.com/0031286901/,"","",""
128,"バー ホシノ","人形町/小伝馬町","バー・カクテル",https://hitosara.com/0031293316/,"","",""
129,"バー ルイズ","大塚","バー・カクテル",https://hitosara.com/0031304753/,"","",""
130,"スタア バー","有楽町/日比谷","バー・カクテル",https://hitosara.com/0031351711/,"","",""
131,"バー ネット","豪徳寺/経堂","バー・カクテル",https://hitosara.com/0031352350/,"","",""
132,"パーク・バー","高井戸","バー・カクテル",https://hitosara.com/0031398419/,"","",""
133,"バーピース","池袋東口/東池袋","バー・カクテル",https://hitosara.com/0031398436/,"","",""
134,"バー ノート","新橋/汐留","バー・カクテル",https://hitosara.com/0031400438/,"","",""
135,"バー レイル","新橋/汐留","バー・カクテル",https://hitosara.com/0031413622/,"","",""
136,"バー コルク","高円寺/阿佐ヶ谷","バー・カクテル",https://hitosara.com/0031420889/,"","",""
137,"バー マット","恵比寿","バー・カクテル",https://hitosara.com/0031420967/,"","",""
138,"バー テット","三鷹","バー・カクテル",https://hitosara.com/0031423643/,"","",""
139,"バー マップ","人形町/小伝馬町","バー・カクテル",https://hitosara.com/0031423747/,"","",""
140,"アンドバー","町田","バー・カクテル",https://hitosara.com/0031425846/,"","",""
141,"バー ゼフィ","渋谷南口","バー・カクテル",https://hitosara.com/0031429335/,"","",""
142,"バー バルバ","新橋/汐留","バー・カクテル",https://hitosara.com/0031430926/,"","",""
143,"バー スカラ","飯田橋","バー・カクテル",https://hitosara.com/0031432362/,"","",""
144,"バー ササヤ","金町","バー・カクテル",https://hitosara.com/0031483982/,"","",""
145,"バー エルフ","八丁堀","バー・カクテル",https://hitosara.com/0031487317/,"","",""
146,"バー タキビ","下北沢","バー・カクテル",https://hitosara.com/0031553886/,"","",""
147,"バー トレス","二子玉川/用賀","バー・カクテル",https://hitosara.com/0031564320/,"","",""
148,"バー メイズ","三軒茶屋","バー・カクテル",https://hitosara.com/0031570910/,"","",""
149,"バー アウル","新橋/汐留","バー・カクテル",https://hitosara.com/0031584119/,"","",""
150,"バー コレド","六本木","バー・カクテル",https://hitosara.com/0031594867/,"","",""
151,"バーミモザ","新橋/汐留","バー・カクテル",https://hitosara.com/0031595098/,"","",""
152,"バー ミヤコ","赤坂","バー・カクテル",https://hitosara.com/0031595213/,"","",""
153,"バー エンヤ","荻窪","バー・カクテル",https://hitosara.com/0031596588/,"","",""
154,"バー バスク","麻布十番","バー・カクテル",https://hitosara.com/0031630835/,"","",""
155,"バー レイラ","自由が丘","バー・カクテル",https://hitosara.com/0031009178/,"","",""
156,"バー アイス","新宿南口/代々木","バー・カクテル",https://hitosara.com/0031012885/,"","",""
157,"バナナバー","吉祥寺","バー・カクテル",https://hitosara.com/0031015046/,"","",""
158,"バー カオス","吉祥寺","バー・カクテル",https://hitosara.com/0031019389/,"","",""
159,"バー ポンド","三軒茶屋","バー・カクテル",https://hitosara.com/0031025498/,"","",""
160,"ムジナ・バー","代々木上原","バー・カクテル",https://hitosara.com/0031033502/,"","",""
161,"グッドバー","日暮里","バー・カクテル",https://hitosara.com/0031036267/,"","",""
162,"バー・エピセ","白金/白金台","バー・カクテル",https://hitosara.com/0031042710/,"","",""
163,"バー・タイム","蒲田","バー・カクテル",https://hitosara.com/0031042899/,"","",""
164,"バー・リベル","新宿南口/代々木","バー・カクテル",https://hitosara.com/0031068060/,"","",""
165,"バー イリエ","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031070188/,"","",""
166,"オーク・バー","赤坂","バー・カクテル",https://hitosara.com/0031070202/,"","",""
167,"ポートバー","立川","バー・カクテル",https://hitosara.com/0031074759/,"","",""
168,"アーチバー","北千住","バー・カクテル",https://hitosara.com/0031085097/,"","",""
169,"ハトス バー","中目黒","ビアバー",https://hitosara.com/0031086896/,"","",""
170,"バーニーズ","亀戸","バー・カクテル",https://hitosara.com/0031106219/,"","",""
171,"バーHAZZ","練馬","バー・カクテル",https://hitosara.com/0031128756/,"","",""
172,"バー リブレ","池袋西口","バー・カクテル",https://hitosara.com/0031185869/,"","",""
173,"バーソーダ","月島","バー・カクテル",https://hitosara.com/0031193428/,"","",""
174,"バーリンク","四谷","バー・カクテル",https://hitosara.com/0031195497/,"","",""
175,"バー 井原","目白","バー・カクテル",https://hitosara.com/0031226607/,"","",""
176,"バージャム","銀座","バー・カクテル",https://hitosara.com/0031240296/,"","",""
177,"バールーツ","池上/洗足池","バー・カクテル",https://hitosara.com/0031255909/,"","",""
178,"都立バー","自由が丘","バー・カクテル",https://hitosara.com/0031264787/,"","",""
179,"トーチ バー","新宿御苑周辺","バー・カクテル",https://hitosara.com/0031273816/,"","",""
180,"バー レイジ","羽田","バー・カクテル",https://hitosara.com/0031276925/,"","",""
181,"バー ラマリ","高円寺/阿佐ヶ谷","バー・カクテル",https://hitosara.com/0031285304/,"","",""
182,"ドゥー バー","銀座","バー・カクテル",https://hitosara.com/0031301768/,"","",""
183,"バー サラカ","新宿南口/代々木","バー・カクテル",https://hitosara.com/0031308527/,"","",""
184,"マンボ バー","新宿三丁目","バー・カクテル",https://hitosara.com/0031310957/,"","",""
185,"バー ラギュ","五反田","ワインバー",https://hitosara.com/0031338290/,"","",""
186,"シガズ バー","日本橋","バー・カクテル",https://hitosara.com/0031340754/,"","",""
187,"バー サンク","伊豆諸島/小笠原諸島","バー・カクテル",https://hitosara.com/0031340755/,"","",""
188,"ローズバー","三鷹","バー・カクテル",https://hitosara.com/0031343993/,"","",""
189,"バー・バッジ","明大前","バー・カクテル",https://hitosara.com/0031390067/,"","",""
190,"バー ゴーン","目黒","バー・カクテル",https://hitosara.com/0031423881/,"","",""
191,"バー・ドレス","四谷","バー・カクテル",https://hitosara.com/0031431700/,"","",""
192,"バー マレイ","八王子","バー・カクテル",https://hitosara.com/0031491582/,"","",""
193,"バー ワヲン","池袋西口","バー・カクテル",https://hitosara.com/0031527529/,"","",""
194,"バー ヒース","国立","バー・カクテル",https://hitosara.com/0031594693/,"","",""
195,"バー タンビ","恵比寿","バー・カクテル",https://hitosara.com/0031596764/,"","",""
196,"バー レッド","池尻大橋/三宿","バー・カクテル",https://hitosara.com/0031599052/,"","",""
197,"ジャヌ バー","麻布十番","バー・カクテル",https://hitosara.com/0031679877/,"","",""
198,"FLAIR＆DINER　S－PARK （フレア＆ダイナー　エスパーク）","吉祥寺","ダイニングバー バー・カクテル パーティー",https://hitosara.com/0006100585/,http://www.flairbar-s-park.jp,"",""
199,"BAR FIVE Arrows","新宿西口/都庁前","バー・カクテル ダイニングバー",https://hitosara.com/0020003778/,https://booking.ebica.jp/webrsv/search/e020068701/27969?isfixshop=true,"",""
200,"バー オーパスナンバーワン","新橋/汐留","バー・カクテル",https://hitosara.com/0031049274/,"","",""
201,"BAR　Recette","銀座","ダイニングバー バー・カクテル 軽食・その他グルメ",https://hitosara.com/0006075413/,http://recetteginza.wix.com/ginza-bar-recette,"",""
202,"ドラゴンバー","府中","バー・カクテル",https://hitosara.com/0032005319/,"","",""
203,"バー・トラック","恵比寿","バー・カクテル",https://hitosara.com/0031009278/,"","",""
204,"バー・エバンス","築地","バー・カクテル",https://hitosara.com/0031062937/,"","",""
205,"バー ハリーズ","明大前","バー・カクテル",https://hitosara.com/0031064698/,"","",""
206,"バー クルーズ","蒲田","バー・カクテル",https://hitosara.com/0031171307/,"","",""
207,"バー グルーム","田町/三田","ワインバー",https://hitosara.com/0031172454/,"","",""
208,"フラットバー","三軒茶屋","ビアバー",https://hitosara.com/0031180872/,"","",""
209,"バー クレヨン","伊豆諸島/小笠原諸島","バー・カクテル",https://hitosara.com/0031182131/,"","",""
210,"バー シナプス","板橋","バー・カクテル",https://hitosara.com/0031201370/,"","",""
211,"ロイヤル バー","丸の内","バー・カクテル",https://hitosara.com/0031202787/,"","",""
212,"バー タバッキ","下北沢","バー・カクテル",https://hitosara.com/0031212361/,"","",""
213,"バー ヴェイユ","大森","バー・カクテル",https://hitosara.com/0031227677/,"","",""
214,"バー スランジ","錦糸町/住吉","バー・カクテル",https://hitosara.com/0031229951/,"","",""
215,"バー アッコラ","新宿三丁目","バー・カクテル",https://hitosara.com/0031253850/,"","",""
216,"バー シェイク","新橋/汐留","バー・カクテル",https://hitosara.com/0031258935/,"","",""
217,"バー カエルム","新橋/汐留","バー・カクテル",https://hitosara.com/0031265992/,"","",""
218,"バー カプリス","道玄坂/神泉","バー・カクテル",https://hitosara.com/0031270330/,"","",""
219,"バー・ロカイユ","渋谷センター街/公園通り","バー・カクテル",https://hitosara.com/0031278349/,"","",""
220,"バー バリスタ","池尻大橋/三宿","バー・カクテル",https://hitosara.com/0031280529/,"","",""
221,"バー ティアモ","目黒","バー・カクテル",https://hitosara.com/0031284726/,"","",""
222,"バー レガシー","渋谷南口","バー・カクテル",https://hitosara.com/0031292103/,"","",""
223,"バー フォート","吉祥寺","バー・カクテル",https://hitosara.com/0031292434/,"","",""
224,"ちょっとバー","不動前/武蔵小山","バー・カクテル",https://hitosara.com/0031296171/,"","",""
225,"バー ラゾット","上野","バー・カクテル",https://hitosara.com/0031308040/,"","",""
226,"バーカササギ","新宿三丁目","バー・カクテル",https://hitosara.com/0031309515/,"","",""
227,"バー ラーマン","赤坂","バー・カクテル",https://hitosara.com/0031309566/,"","",""
228,"バー ポラリス","町田","バー・カクテル",https://hitosara.com/0031310977/,"","",""
229,"バー ドウシェ","新橋/汐留","バー・カクテル",https://hitosara.com/0031346196/,"","",""
230,"バー モンロー","赤羽","バー・カクテル",https://hitosara.com/0031358479/,"","",""
231,"バーセキレイ","秋葉原","バー・カクテル",https://hitosara.com/0031385182/,"","",""
232,"バー・スティル","吉祥寺","バー・カクテル",https://hitosara.com/0031396570/,"","",""
233,"バー ネクスト","町田","バー・カクテル",https://hitosara.com/0031426747/,"","",""
234,"バー クチータ","池袋東口/東池袋","バー・カクテル",https://hitosara.com/0031524369/,"","",""
235,"バー パレット","喜多見/狛江","バー・カクテル",https://hitosara.com/0031544013/,"","",""
236,"バー ソムニオ","荻窪","バー・カクテル",https://hitosara.com/0031544046/,"","",""
237,"バー クオリア","人形町/小伝馬町","バー・カクテル",https://hitosara.com/0031555874/,"","",""
238,"バー アッシュ","中野","バー・カクテル",https://hitosara.com/0031558897/,"","",""
239,"バー ベーシス","青梅/小作","バー・カクテル",https://hitosara.com/0031568389/,"","",""
240,"バー 月光","二子玉川/用賀","バー・カクテル",https://hitosara.com/0031594446/,"","",""
241,"バー ドライブ","八王子","バー・カクテル",https://hitosara.com/0031595016/,"","",""
242,"バー スイッチ","大井町","バー・カクテル",https://hitosara.com/0031595239/,"","",""
243,"バー ラスター","蒲田","バー・カクテル",https://hitosara.com/0031604863/,"","",""
244,"スーパーバー","表参道/青山","バー・カクテル",https://hitosara.com/0031641445/,"","",""
245,"Dining & Music BAR 音STAGE","神田","アミューズメント・バー ダイニングバー カラオケ",https://hitosara.com/0031568433/,https://www.onstage-kanda.com/,"",""
246,"バー・トスティ","新橋/汐留","バー・カクテル",https://hitosara.com/0031024577/,"","",""
247,"バー サムシン","浅草","バー・カクテル",https://hitosara.com/0031032853/,"","",""
248,"メリーズ バー","自由が丘","バー・カクテル",https://hitosara.com/0031032875/,"","",""
249,"シセンヤ バー","金町","バー・カクテル",https://hitosara.com/0031050630/,"","",""
250,"バー エリシオ","両国/菊川","バー・カクテル",https://hitosara.com/0031067640/,"","",""
251,"ジローズ バー","両国/菊川","バー・カクテル",https://hitosara.com/0031081645/,"","",""
252,"バー スナイル","練馬","バー・カクテル",https://hitosara.com/0031099020/,"","",""
253,"バー  メイジュ","飯田橋","バー・カクテル",https://hitosara.com/0031121452/,"","",""
254,"バー箱崎","人形町/小伝馬町","バー・カクテル",https://hitosara.com/0031165446/,"","",""
255,"バー ラポート","二子玉川/用賀","バー・カクテル",https://hitosara.com/0031176236/,"","",""
256,"カディス バー","浜松町/大門","バー・カクテル",https://hitosara.com/0031185861/,"","",""
257,"バーホッパー","池袋東口/東池袋","バー・カクテル",https://hitosara.com/0031192493/,"","",""
258,"バー バスター","新宿東口/歌舞伎町","バー・カクテル",https://hitosara.com/0031225770/,"","",""
259,"バー プレッジ","笹塚","バー・カクテル",https://hitosara.com/0031231149/,"","",""
260,"バー アンドゥ","神楽坂","バー・カクテル",https://hitosara.com/0031233427/,"","",""
261,"バー ジェスト","喜多見/狛江","バー・カクテル",https://hitosara.com/0031239317/,"","",""
262,"バー長谷川","本郷","バー・カクテル",https://hitosara.com/0031271669/,"","",""
263,"バー リップル","銀座","バー・カクテル",https://hitosara.com/0031276485/,"","",""
264,"バー ブリーズ","大泉学園","バー・カクテル",https://hitosara.com/0031301766/,"","",""
265,"バー ラッシュ","戸越銀座/旗の台","バー・カクテル",https://hitosara.com/0031307109/,"","",""
